plan_time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res,
79200,34,3,138,6,10,17.28557082,1,7,
79200,34,4,122,11,27,17.46989899,0,13,
79500,34,4,115,10,18,17.10688438,0,7,
79500,34,4,170,11,20,17.09338991,0,10,
79500,34,4,16,14,23,17.34137178,0,10,
79800,35,3,220,10,14,16.9586262,0,7,
79800,35,4,234,13,23,17.20914582,0,10,
79800,35,4,235,8,17,17.2955122,0,10,
79800,35,4,231,12,27,17.74792276,0,13,
80100,34,4,221,10,18,17.10688438,0,7,
80100,35,4,42,5,12,17.94186567,0,7,
80100,35,4,113,8,20,17.46989899,0,10,
80400,35,4,145,10,16,17.18429136,0,7,
80400,35,4,118,8,21,17.72830296,0,10,
80400,35,4,166,9,21,17.62783019,0,10,
80700,35,4,146,4,18,18.01640401,0,10,
80700,35,4,204,12,22,17.18566775,0,13,
81000,35,4,223,8,20,17.94470859,0,13,
81300,34,4,77,12,26,17.42851365,0,13,
81900,35,4,31,2,10,18.60894246,0,7,
82200,35,4,171,9,20,17.87136364,0,13,
82200,35,4,152,11,24,17.82359703,0,13,
82800,35,4,196,3,12,17.95804807,0,10,
82800,35,4,57,5,16,17.94186567,0,10,
83100,34,4,227,6,9,17.83101315,0,4,
83100,35,4,202,9,16,17.93088023,0,10,
83400,34,4,232,2,7,17.95804807,0,4,
83400,35,4,224,8,17,17.87519685,0,13,
84300,35,4,215,3,15,18.01020553,0,10,
84600,35,4,194,1,2,19.21537829,0,4,
84600,35,4,181,3,5,19.11410993,0,4,
84600,35,5,25,1,3,19.27940529,1,7,
85500,35,4,198,5,9,20.44538064,6,4,
85500,35,5,139,4,16,20.27061538,3,7,
85800,35,4,22,3,4,19.79218638,2,1,
85800,35,5,40,0,1,14.60284974,0,1,
85800,35,4,13,2,5,20.06681159,3,1,
86100,35,5,17,4,15,20.27061538,3,7,
86100,35,5,178,10,20,19.95248574,3,7,
300,35,5,12,3,4,19.96285714,2,4,
300,35,5,168,10,21,19.99265367,4,7,
600,35,5,35,8,15,19.75218391,3,4,
600,35,5,11,7,12,20.0904698,2,4,
600,34,5,32,6,12,20.07018634,3,4,
600,35,5,183,3,6,19.68848548,1,7,
900,35,5,212,5,12,19.99008142,2,4,
900,35,5,27,5,15,20.01005874,3,4,
1200,35,5,10,3,8,20.14656827,1,1,
1200,35,5,15,1,3,19.27940529,1,4,
1200,35,5,173,6,19,20.04739583,3,10,
1500,35,5,14,8,15,19.83209028,2,7,
1800,35,5,177,0,3,18.84280742,0,7,
3900,35,5,200,2,2,17.37318952,0,1,
3900,35,5,198,1,2,15.95329429,0,1,
4500,35,5,197,1,3,15.65819113,1,1,
4800,35,5,194,2,4,15.93024793,1,1,
5100,35,2,43,9,16,16.04532751,10,4,
5400,35,5,179,1,1,13.75833333,0,1,
5400,35,5,208,2,3,16.46188811,1,1,
5400,35,5,192,1,3,15.84566285,0,1,
5700,17,5,174,2,3,12.20243902,3,1,
7200,35,5,181,0,1,16.20685358,0,1,
9600,35,5,54,0,1,14.60284974,0,1,
10800,35,5,44,0,1,13.68854167,0,1,
12600,17,5,67,0,2,13.17884615,1,1,
13200,17,5,175,1,2,13.43333333,1,1,
13200,17,5,173,1,2,13.43333333,1,1,
13800,17,5,43,2,2,12.53248175,3,1,
14340,17,5,42,0,1,13.02267081,0,1,
14340,35,3,50,11,21,15.65910349,14,10,
14400,17,5,68,0,0,12.44122449,0,1,
15300,17,5,47,1,3,12.68881119,1,1,
16200,17,5,51,0,0,13.52730496,0,1,
16800,17,5,177,3,5,12.5032967,4,4,
18000,17,5,77,0,0,12.7108209,2,1,
18000,35,4,63,7,19,17.82987897,16,7,
20400,17,5,60,0,0,12.8067086,0,1,
20700,17,5,58,0,0,11.82560976,0,1,
20700,34,4,52,13,28,15.62234246,23,10,
21000,17,5,74,0,0,13.21055662,1,1,
21300,34,3,75,18,37,15.58937669,20,19,
21600,17,5,53,0,0,11.99730539,1,1,
21900,17,0,39,5,10,16.4107197,2,4,
22500,17,5,225,1,3,13.27782705,1,1,
23100,17,5,173,1,2,13.25119826,1,1,
24000,17,4,122,4,5,12.88313474,1,1,
24000,16,2,81,6,10,14.25130916,3,1,
24000,17,4,145,5,10,13.45435268,1,4,
24300,16,4,206,4,8,12.88529032,2,4,
24300,17,2,18,1,6,13.71424672,3,4,
24300,17,4,199,9,11,12.9132312,2,7,
24300,16,4,214,5,11,13.16590529,1,7,
24300,16,4,45,6,13,13.58029967,4,7,
24600,17,4,2,3,5,12.85226131,1,1,
24600,17,4,24,3,6,12.77480258,1,1,
24600,16,4,207,0,3,13.20791969,1,4,
24600,16,4,190,4,9,12.88529032,2,4,
24600,16,4,159,5,10,13.01177474,2,7,
24600,35,2,221,15,27,17.42708234,21,7,
24900,17,2,161,8,13,14.19495366,3,4,
25200,16,4,231,3,6,13.58029967,1,1,
25500,17,4,155,6,10,13.43938547,1,4,
25800,17,4,38,2,4,13.16590529,1,4,
26100,16,2,146,0,2,13.84706849,2,4,
26100,16,2,232,6,8,14.77510271,2,4,
26100,16,2,160,2,7,13.71424672,3,4,
26100,16,1,191,9,17,15.85553367,2,7,
26400,17,2,0,2,4,14.34633072,1,1,
26400,16,1,210,4,10,15.38906803,0,4,
26400,16,1,112,7,15,16.0409943,2,7,
26400,16,2,37,10,17,14.84021739,1,10,
26700,16,2,226,5,8,14.41690334,1,1,
26700,17,1,152,12,23,15.9878589,4,10,
27000,16,2,151,5,9,14.84021739,1,4,
27000,16,1,204,10,18,15.89770808,4,7,
27000,17,2,175,12,21,14.43773842,2,10,
27000,17,0,178,17,30,15.98876285,7,13,
27300,16,1,183,5,11,15.38906803,0,4,
27300,16,2,216,5,10,14.92616487,1,4,
27300,17,1,230,8,16,15.67998436,0,7,
27600,16,2,10,11,19,15.28147418,1,7,
27600,17,1,234,8,18,16.05856178,2,7,
27600,16,1,136,11,22,15.69681015,3,10,
27900,16,1,16,11,23,16.05856178,2,10,
27900,17,1,213,12,29,15.64359768,7,13,
27900,16,0,164,14,30,15.99063145,9,16,
28200,16,1,221,8,18,15.87918822,2,7,
28200,17,1,227,11,21,15.9878589,4,7,
28200,17,1,114,11,22,15.63119057,7,10,
28200,16,1,35,14,26,15.97334178,4,10,
28200,17,1,176,11,24,15.87918822,3,10,
28500,16,0,166,5,11,15.81734652,4,4,
28500,16,1,195,8,22,15.64359768,5,10,
28800,16,1,196,3,8,16.71256994,2,4,
28800,16,0,211,5,11,15.99063145,6,7,
28800,17,1,167,12,22,15.6400607,5,10,
28800,17,1,223,14,28,15.6400607,8,13,
28800,17,1,173,18,37,15.6351434,11,19,
29100,16,1,9,5,17,15.64359768,3,7,
29100,16,0,171,8,14,16.4419693,4,7,
29100,17,0,198,11,26,15.80850631,9,13,
29100,17,0,138,13,30,15.80857488,11,16,
29400,16,0,200,5,9,15.89769392,3,4,
29400,17,0,1,4,10,15.95309341,4,7,
29700,16,0,121,7,14,16.20182665,3,4,
29700,16,0,180,7,15,16.27797112,4,4,
29700,16,0,182,3,7,16.11381832,3,7,
29700,16,0,140,11,28,15.7925435,10,16,
30000,16,0,153,10,21,16.17913806,5,10,
30000,17,0,236,11,19,16.09011964,7,10,
30000,17,0,219,18,27,16.35340952,6,10,
30000,16,0,229,12,24,16.02822665,6,13,
30000,17,0,197,14,29,16.17913806,8,13,
30300,16,0,205,7,14,15.95335689,3,7,
30300,17,0,143,11,19,16.17644428,4,7,
30300,16,0,212,11,21,15.95335689,5,10,
30300,16,0,222,13,34,16.37025204,9,19,
30600,16,0,59,8,13,16.4107197,3,4,
30600,17,0,79,12,21,16.3333578,5,10,
30600,16,0,233,12,24,16.20182665,5,10,
30600,17,0,235,16,27,16.36587537,7,16,
30600,16,0,215,17,37,16.16997207,8,16,
30900,17,0,202,18,28,16.28842944,6,10,
30900,16,0,139,16,27,16.28428468,7,13,
31200,16,0,172,7,17,16.36643009,4,7,
31200,34,2,168,6,13,17.38473896,10,7,
31200,16,0,228,13,23,16.36067208,5,10,
31200,17,0,185,23,40,16.4107197,11,19,
31200,16,0,203,18,49,16.49636564,17,25,
31500,17,0,194,14,28,16.06157098,6,13,
31500,17,0,106,13,32,16.37025204,7,16,
31800,16,0,201,12,23,15.97481508,7,13,
31800,16,1,43,11,24,17.33956471,15,13,
31800,34,1,36,10,25,17.41903739,21,13,
31800,16,0,33,16,33,15.96168421,7,16,
32100,17,0,20,9,18,16.53140167,2,7,
32100,16,0,144,10,23,16.36643009,5,10,
32100,17,0,111,11,24,16.27021351,5,13,
32400,34,3,191,12,19,16.92884109,12,7,
32400,17,0,147,9,21,16.51780523,3,10,
32400,17,0,11,10,23,16.43561295,3,10,
32400,17,1,156,4,16,16.81298557,9,10,
32400,17,1,19,6,17,16.67612328,8,10,
32700,34,3,34,12,17,16.92884109,12,7,
32700,17,1,117,8,20,16.52768444,5,10,
32700,34,3,113,11,21,17.24369892,13,13,
32700,17,1,157,7,20,16.55064504,7,13,
32700,34,3,14,18,36,16.87214567,14,13,
33000,34,3,12,13,22,17.09814737,14,10,
33000,34,2,122,16,29,17.37785333,21,10,
33000,16,1,150,4,15,16.91397527,11,10,
33000,16,1,170,8,25,16.55064504,11,16,
33300,35,2,18,1,5,17.37785333,7,4,
33300,16,1,21,7,19,17.06759969,13,10,
33300,34,3,220,14,28,17.39686916,13,13,
33600,16,1,226,4,13,16.71256994,5,7,
33900,17,1,218,6,10,17.37046293,6,4,
33900,34,3,119,13,26,17.12756849,14,13,
34200,17,1,0,3,6,17.41903739,4,4,
34200,34,2,169,7,13,17.52396621,11,7,
34200,17,1,66,7,14,17.39976162,8,7,
34200,34,3,24,17,33,17.2308747,13,13,
34200,34,3,179,20,36,17.39686916,19,16,
34500,16,2,232,3,7,17.57311258,5,4,
35100,34,2,206,5,9,17.49388235,9,4,
35100,34,2,16,6,14,17.34072212,16,10,
35400,34,2,124,14,25,17.42708234,21,7,
35400,35,2,192,16,27,17.18374506,19,10,
35400,34,3,120,18,29,17.06303419,18,13,
35700,35,3,141,10,19,17.14488851,10,10,
35700,34,3,217,16,31,17.35733902,11,13,
35700,34,3,140,19,36,17.0607767,17,16,
36000,34,3,207,7,11,16.92884109,8,1,
36000,35,3,82,7,11,16.92884109,8,1,
36000,34,3,228,18,32,17.14488851,16,16,
36000,34,3,114,21,41,16.50172144,19,16,
36300,35,3,13,8,15,15.66357579,8,7,
36300,35,2,225,16,22,16.8329328,12,7,
36600,34,3,143,20,36,15.92211646,18,19,
36900,35,1,39,3,11,18.45616534,5,10,
36900,34,3,145,22,41,16.68490566,20,16,
36900,34,3,193,19,40,15.24795443,13,19,
37200,35,3,1,8,19,17.37184293,8,10,
37200,34,3,224,19,41,16.14186173,19,19,
37200,34,3,35,18,38,15.48833424,18,19,
37500,34,3,160,16,32,15.65910349,18,16,
37500,34,3,111,22,41,16.87214567,16,16,
37800,35,3,153,7,14,15.43088077,6,4,
38100,35,3,38,9,15,16.24141574,3,4,
38100,34,3,170,25,48,15.91968854,19,22,
38400,35,3,121,15,27,15.83783632,15,13,
38400,34,3,9,21,43,16.17854447,21,19,
38400,34,3,117,21,40,15.21190865,15,19,
38400,34,3,195,22,46,15.24795443,17,22,
38700,35,3,79,8,14,15.83056938,7,4,
38700,34,3,11,20,39,15.13554502,13,16,
39000,35,3,112,10,22,15.13554502,9,10,
39000,34,3,152,19,37,15.28914687,14,19,
39000,34,1,40,18,39,16.59298167,13,19,
39000,34,3,44,24,48,15.21236501,19,22,
39300,35,1,235,15,28,16.35558559,5,10,
39300,35,0,200,8,27,18.84359177,10,16,
39300,34,3,37,23,47,15.42940589,13,22,
39300,34,1,36,24,49,16.35558559,15,25,
39600,35,1,115,15,29,15.99075786,5,10,
39600,35,1,31,13,22,16.43855634,7,13,
39600,34,3,2,22,43,15.81822796,11,19,
39600,34,1,21,19,43,16.25123004,20,25,
39900,34,1,19,18,38,16.47912383,11,19,
39900,34,1,231,13,34,16.20477419,16,19,
39900,34,1,45,14,33,16.13170732,19,19,
40200,35,1,144,7,13,16.40862745,6,7,
40200,35,1,142,9,22,16.25123004,8,13,
40200,34,1,118,18,39,16.55324675,13,19,
40500,35,1,229,16,32,16.55324675,9,13,
40500,34,1,136,11,28,16.20477419,14,19,
40800,34,1,28,14,22,18.65953628,9,10,
40800,34,0,172,11,21,16.95716892,8,16,
40800,35,1,16,17,31,16.54441984,10,16,
40800,35,1,234,16,32,16.40862745,13,19,
41100,35,1,150,11,25,15.98942308,13,16,
41100,34,0,0,15,30,16.3102091,17,19,
41100,34,1,122,16,37,16.25123004,18,22,
41400,35,0,63,12,21,16.86909774,9,13,
41400,35,1,171,9,22,16.1320442,8,13,
41400,34,0,182,18,30,17.71777778,3,16,
41400,34,1,27,12,32,16.0845447,17,19,
41700,35,0,24,10,20,17.55086727,5,10,
41700,35,0,151,14,30,16.49892259,15,16,
41700,35,1,138,11,29,16.0845447,16,19,
41700,34,0,147,15,31,16.49168019,15,19,
41700,35,1,208,15,34,15.98183347,18,22,
42000,34,0,154,11,22,16.5134984,15,13,
42300,35,0,38,10,17,17.63218569,2,10,
42300,35,2,194,7,17,18.58986455,13,10,
42300,35,0,138,13,28,18.32114198,10,16,
42300,34,0,43,13,23,16.88464715,11,16,
42600,35,0,227,12,21,16.91285501,8,13,
42600,35,0,199,12,20,16.84605457,8,16,
42600,34,0,191,13,24,17.51741911,5,16,
42900,35,0,201,10,19,16.72626343,15,10,
42900,35,0,230,11,21,17.28403424,5,13,
42900,35,0,236,16,26,17.66305855,2,13,
43200,35,0,33,7,12,18.32114198,2,4,
43200,34,0,223,9,18,17.65166163,5,10,
43200,34,0,116,7,14,17.18623108,4,10,
43200,35,0,155,9,15,16.9151582,5,10,
43200,34,0,42,11,21,17.28403424,5,13,
43200,35,0,168,15,26,17.13129549,7,16,
43500,35,0,32,5,11,17.58268264,2,7,
43500,34,0,221,7,17,17.58268264,2,10,
43500,35,2,121,12,23,18.67105005,18,13,
43500,34,0,212,14,27,17.52517162,4,13,
43500,34,0,14,12,29,17.80979381,9,16,
43800,34,0,167,6,13,17.61490015,2,7,
43800,35,1,10,10,20,18.44668085,6,10,
43800,34,0,18,15,25,17.582185,4,10,
43800,34,0,211,11,27,17.80979381,7,13,
43800,35,0,206,17,29,17.60990854,4,13,
43800,35,0,205,14,26,17.66979284,5,13,
44100,34,2,148,9,18,19.57070064,8,10,
44100,35,1,146,8,21,18.08575788,8,10,
44100,34,0,222,11,22,17.7077534,4,13,
44100,34,0,79,14,28,17.53056358,6,13,
44400,35,0,157,8,17,17.52517162,0,7,
44400,35,0,22,2,10,19.21324165,2,7,
44400,34,1,196,10,18,18.59866617,8,10,
44400,34,0,220,14,27,17.58268264,2,16,
44400,34,0,197,15,34,18.32114198,12,19,
44700,34,0,158,10,20,17.80979381,5,7,
44700,34,1,136,9,18,18.58143885,8,10,
44700,34,0,226,11,27,17.80979381,7,13,
44700,34,0,207,10,28,17.88528226,10,13,
44700,34,0,19,20,36,18.20723942,12,16,
45000,35,0,224,13,25,17.48611929,5,10,
45300,35,1,13,8,16,18.56122449,8,4,
45300,35,1,17,4,15,18.22642074,4,10,
45300,35,0,103,9,19,17.74668271,5,10,
45300,35,0,55,9,21,17.8415088,7,10,
45300,34,1,233,8,24,18.22642074,8,16,
45300,34,1,20,11,28,18.34655405,8,16,
45600,35,1,112,21,37,18.45853558,11,13,
45600,34,1,12,8,24,18.22642074,8,16,
45900,35,1,152,11,28,18.45616534,11,16,
45900,34,0,37,11,32,19.21324165,9,19,
46200,35,1,232,9,15,18.6057759,6,7,
46200,34,2,192,11,19,18.59064643,16,10,
46200,34,0,34,18,31,18.26177249,7,13,
46500,34,1,204,12,23,18.56122449,10,10,
46800,35,0,195,7,15,18.4507728,6,7,
46800,35,1,235,13,20,18.58452665,10,7,
46800,34,0,15,17,29,18.26177249,7,10,
46800,34,1,121,15,27,18.69291429,10,10,
47100,34,1,166,9,17,18.56122449,10,7,
47100,34,0,193,15,30,18.23723958,8,13,
47100,34,0,161,17,34,18.1282433,10,13,
47100,34,0,25,15,30,18.07755102,9,13,
47400,34,1,202,9,19,18.35427589,6,7,
47400,35,0,124,10,21,18.23723958,4,7,
47400,34,2,146,10,18,18.88805031,11,10,
47700,34,2,208,9,25,19.56113102,9,10,
47700,34,0,199,17,35,17.98131107,10,19,
47700,34,0,172,12,37,18.56063626,13,22,
48000,35,0,21,8,20,18.4507728,7,10,
48000,35,0,227,14,25,18.11745045,9,10,
48000,34,2,151,7,21,19.2960968,8,10,
48000,34,2,191,16,36,19.56113102,15,16,
48300,35,0,171,14,33,18.32114198,12,16,
48300,34,0,36,9,29,18.79109723,10,19,
48600,34,3,32,4,7,16.775,10,4,
48600,35,0,229,6,18,18.71856311,6,10,
48600,35,2,182,13,31,19.55758487,12,13,
48600,34,0,165,9,26,18.56063626,8,13,
48900,34,4,218,5,8,17.17836218,11,4,
48900,35,2,209,8,14,18.7931154,9,7,
48900,34,0,231,5,20,19.19674892,5,13,
49200,34,2,34,10,19,18.37336778,9,7,
49200,34,2,32,8,18,18.54471313,10,10,
49500,35,2,149,6,10,16.63287671,3,4,
49500,34,2,169,9,15,19.1300813,6,7,
49800,35,2,223,6,9,19.21481836,4,4,
49800,35,2,112,6,14,18.60701837,8,10,
50100,35,2,170,5,9,19.03120869,5,4,
50100,34,2,0,7,14,18.54483902,8,10,
50100,35,2,205,13,21,19.36449788,10,10,
50400,34,2,31,9,18,18.68694593,13,10,
50400,34,2,14,9,20,18.65202369,16,10,
51000,35,2,139,7,17,18.65202369,13,7,
51000,34,2,232,7,17,18.65202369,13,7,
51000,35,2,111,8,19,18.70782014,13,10,
51000,34,2,35,9,22,18.70768856,13,10,
51300,34,2,226,7,13,18.46336439,6,10,
51300,34,4,99,9,20,16.49261115,15,10,
51300,34,1,192,11,28,16.75807025,12,16,
51600,34,2,9,11,21,18.4184198,10,10,
51600,34,2,16,10,20,18.47209528,11,13,
51900,34,1,27,10,18,16.4328534,10,4,
51900,35,2,10,6,10,18.62173489,4,7,
52200,34,4,33,5,12,16.49261115,5,4,
52200,35,2,24,3,8,18.58986455,6,4,
52200,35,2,230,7,13,18.62355471,6,10,
52500,34,4,13,5,8,17.50546697,11,4,
52800,35,3,236,2,8,18.37510186,5,7,
52800,34,3,171,4,11,18.37510186,9,7,
52800,35,2,168,8,19,18.44250569,14,13,
53100,34,3,136,5,8,18.40902778,11,7,
53100,34,3,206,3,10,17.93978045,11,7,
53100,35,3,13,6,14,17.34539372,13,10,
53400,34,3,36,3,8,18.32051414,11,7,
53700,35,3,234,3,8,18.32051414,10,4,
53700,34,3,182,5,8,18.45894843,12,4,
53700,34,4,2,6,13,16.95263514,13,7,
54000,34,3,56,3,9,18.08552837,10,4,
54600,34,3,224,2,7,17.73465665,10,4,
54900,34,4,233,5,7,17.06222363,5,1,
54900,34,4,229,3,5,17.43932519,7,1,
55200,34,2,221,10,21,16.53633568,8,10,
55800,34,4,191,7,9,17.04303483,8,4,
55800,34,4,203,5,12,16.27619904,7,4,
55800,34,4,152,8,13,17.18568521,12,4,
55800,34,1,20,14,25,15.91728907,11,7,
55800,35,4,184,9,17,16.49528302,10,7,
56100,34,4,115,5,8,17.16977661,7,4,
56100,34,4,220,5,11,17.08292683,10,4,
56100,34,4,58,6,13,17.08292683,13,7,
56100,35,2,121,11,26,17.48556237,15,10,
56100,35,2,116,9,18,16.34362512,5,10,
56400,35,4,111,4,12,16.25039039,7,4,
56400,35,2,202,5,10,16.17021035,9,4,
56400,35,2,195,5,10,16.34362512,4,7,
56400,35,2,79,5,13,16.17030335,9,7,
56700,35,2,118,3,4,15.99023643,5,1,
56700,35,2,228,4,8,16.2014571,10,4,
57000,35,2,1,5,10,16.08475771,6,4,
57000,35,2,236,4,11,16.2014571,10,7,
57300,34,2,232,3,6,16.02317721,6,4,
57300,35,2,235,6,11,16.09166667,7,7,
57300,35,2,226,10,19,16.38646154,11,7,
57300,35,2,161,8,15,16.10296367,12,7,
57300,35,1,9,11,23,16.87793408,9,10,
57600,34,2,65,7,13,16.25636998,6,4,
57600,34,4,23,7,14,16.28270497,7,7,
57600,35,2,10,7,13,15.90949881,6,7,
57900,35,2,201,5,13,16.53633568,7,4,
57900,35,2,215,7,14,16.27631923,10,4,
57900,34,2,172,7,14,16.13026506,6,7,
58200,34,1,119,13,24,16.82265101,13,7,
58200,34,2,0,8,18,16.58122232,7,7,
58200,34,2,38,12,23,16.27631923,11,10,
58500,35,1,19,5,8,16.78336816,8,4,
58500,34,2,67,7,14,16.47257994,8,4,
58500,34,1,70,13,28,17.03806634,13,10,
58500,35,2,211,11,20,16.58944214,6,10,
58500,34,1,230,17,29,15.91728907,14,10,
58800,35,2,12,5,8,16.41507607,1,7,
58800,34,2,172,12,28,17.55232224,16,13,
59100,35,1,29,5,9,16.76928808,9,4,
59100,34,2,196,8,15,15.80028504,5,7,
59100,34,2,136,8,14,16.47147465,3,7,
59100,34,1,193,16,34,16.99887781,16,13,
59400,35,2,16,7,13,16.30887939,5,7,
59400,34,1,36,9,22,16.77013631,9,13,
59700,35,1,37,9,20,16.92430527,9,7,
59700,35,1,151,13,25,16.01438451,14,7,
59700,35,2,182,16,30,15.80658144,14,10,
60000,35,2,195,5,12,17.94613979,7,7,
60000,35,1,152,18,31,16.76945876,16,10,
60000,35,1,227,16,30,16.52360811,15,10,
60000,34,1,191,11,30,16.81167691,14,16,
60300,34,1,146,12,21,15.9975576,10,4,
60300,34,1,197,14,25,16.76114837,14,10,
60300,35,1,138,21,36,16.31926484,17,13,
60300,34,1,168,10,27,16.75586354,11,16,
60300,35,1,112,14,31,17.00087371,15,19,
60600,34,1,231,9,20,16.92430527,9,7,
60600,35,1,237,15,27,16.63029915,14,10,
60600,35,1,234,13,29,17.03158527,13,13,
60600,34,1,228,5,15,16.81167691,9,13,
60900,35,1,220,6,9,16.76114837,6,4,
60900,34,1,171,13,28,16.91586614,11,16,
61200,35,1,111,10,22,16.87156863,8,10,
61200,34,1,206,8,22,16.71566469,8,13,
61200,34,1,199,10,24,16.94312692,15,16,
61500,34,2,144,8,19,17.73422392,8,10,
61500,35,1,117,3,11,16.79124444,6,10,
61500,34,1,203,5,15,16.8902342,6,13,
61500,35,1,18,10,24,16.87156863,11,16,
62100,34,1,114,6,15,16.79879466,8,10,
62400,35,2,24,5,12,17.36140279,6,7,
62400,34,2,15,5,14,17.72435955,5,7,
62400,35,1,223,12,18,16.90495008,10,10,
62400,34,1,224,13,22,17.04770756,12,10,
62700,34,2,221,5,14,17.36140279,6,7,
62700,34,2,212,12,21,17.12700334,9,7,
63000,34,1,229,10,18,17.04770756,10,7,
63000,34,2,233,6,20,17.32224481,12,10,
63000,34,2,34,12,23,17.30585263,13,10,
63000,34,2,115,12,29,17.58000828,17,13,
63300,35,1,170,5,10,16.90495008,7,7,
63600,34,2,142,10,17,17.30585263,7,7,
63600,34,2,21,15,31,17.36140279,18,16,
63900,35,4,230,5,13,15.38998189,14,7,
63900,35,2,218,8,12,17.9953017,7,7,
63900,35,2,1,9,19,17.65054183,8,10,
63900,35,2,20,12,20,17.99759661,11,13,
63900,35,2,207,14,26,17.39313644,13,13,
64200,34,2,194,8,19,18.00453118,11,10,
64200,34,2,120,12,23,17.33470243,12,10,
64200,34,2,35,13,25,17.90278793,13,10,
64500,34,2,214,12,20,17.85812044,8,10,
64500,34,2,118,9,24,17.32224481,15,13,
64500,35,2,182,12,24,18.00825472,11,13,
64500,34,2,226,11,22,17.75811542,9,13,
64800,35,4,29,9,19,16.7666112,9,7,
64800,34,2,225,8,15,17.99759661,10,10,
64800,35,2,204,13,24,17.75811542,10,13,
65100,34,3,21,6,9,15.71305525,9,4,
65100,35,2,236,8,13,17.99759661,10,7,
65100,34,2,169,5,15,17.91234912,11,7,
65400,34,2,37,7,18,17.91234912,12,10,
65400,35,2,235,11,22,17.66811719,10,13,
65400,35,2,215,12,24,17.82690445,13,13,
65400,35,2,151,11,24,17.73422392,12,13,
65700,35,3,16,6,18,17.55843403,14,10,
66000,34,2,200,5,12,17.94511979,6,7,
66000,35,2,138,12,28,17.90958904,15,13,
66000,35,2,161,14,30,17.90958904,18,16,
66300,35,4,228,6,13,16.72058338,6,7,
66300,35,2,136,7,18,17.79710214,12,10,
66600,34,3,168,4,11,17.55843403,8,7,
66600,34,3,199,6,13,16.72552645,9,7,
66600,34,2,112,5,13,17.67510354,9,7,
66600,34,3,171,4,10,17.34539372,11,7,
66900,34,2,18,8,18,17.6980383,15,10,
67200,34,4,210,6,11,16.5400542,8,4,
67200,35,4,20,5,12,15.62836108,12,7,
67500,35,3,234,8,15,17.01256517,12,10,
67800,34,3,224,5,10,16.41322751,7,4,
67800,34,3,146,5,10,16.72552645,9,4,
67800,34,4,35,7,16,16.15795796,10,7,
68100,35,3,216,7,11,16.41923274,5,4,
68100,35,4,37,2,8,15.6137468,7,4,
68100,34,3,191,11,18,16.44121083,11,10,
68400,34,4,152,6,13,16.6607123,10,7,
68700,34,3,220,7,13,16.41322751,8,4,
68700,35,4,229,5,11,16.6607123,8,7,
68700,35,3,237,6,12,16.46143546,8,7,
69300,35,4,116,8,18,16.60641466,9,7,
69300,34,4,201,3,10,16.05088988,8,7,
69300,34,4,182,9,19,16.66139852,9,7,
69600,34,4,121,6,15,16.03221154,10,7,
69600,34,4,41,3,11,16.09143816,14,7,
69600,35,4,111,7,15,16.69844011,9,7,
69900,35,4,114,7,15,16.2921095,14,10,
70500,34,4,177,1,8,15.50438048,10,7,
70800,34,3,34,11,19,16.5820263,8,7,
70800,35,4,165,6,17,15.6137468,15,10,
71100,35,4,151,6,10,16.24153675,6,7,
71400,35,4,122,7,9,16.11280924,10,4,
71400,34,3,15,13,19,15.84919528,15,7,
71700,35,4,222,4,9,16.10978982,6,4,
71700,34,4,112,7,10,16.09502188,11,4,
71700,34,4,138,3,10,16.05088988,6,7,
71700,35,4,161,2,8,16.14083474,10,7,
72000,34,4,202,6,10,16.2921095,8,4,
72300,34,3,17,6,8,15.6533548,9,1,
72300,34,3,10,11,19,16.1405723,12,7,
72600,35,3,136,8,12,15.69457281,12,4,
72600,34,3,190,14,23,16.60729529,7,10,
72900,35,3,231,3,9,16.11356699,13,7,
73200,35,3,2,3,3,15.84790647,8,1,
73200,34,3,11,9,18,17.43241415,8,10,
73500,35,3,236,6,11,15.83402286,8,4,
73500,34,3,192,8,14,16.1405723,8,4,
73800,34,1,47,8,18,17.26105016,6,7,
73800,34,3,12,12,21,16.43924419,9,10,
74100,35,3,227,11,17,15.90869115,10,7,
74100,35,1,35,8,11,16.76368838,8,10,
74100,34,3,171,14,26,16.5786613,12,10,
74400,34,3,234,5,9,16.18213748,6,4,
74400,35,3,185,14,23,16.34356244,12,7,
74400,34,3,205,12,23,16.66433991,10,10,
74400,34,3,172,16,28,16.7015528,11,10,
74700,34,3,146,8,16,16.34356244,12,7,
74700,35,3,182,13,22,16.33244293,11,7,
75000,35,3,233,9,15,16.8591505,6,7,
75000,34,3,168,8,23,17.22730733,9,13,
75300,35,4,121,5,8,17.81887955,7,1,
75300,35,3,235,12,22,16.86484254,7,10,
75300,34,3,26,13,31,17.24456259,15,19,
75600,35,3,1,10,18,16.86484254,6,7,
75600,34,3,57,16,28,16.66555972,9,13,
75600,35,3,40,10,25,17.0247428,8,13,
75600,35,3,191,16,30,16.8591505,10,16,
75600,35,3,203,14,32,17.0247428,12,19,
75900,35,3,195,8,18,17.24456259,8,7,
75900,34,3,117,6,19,17.22730733,7,10,
75900,34,1,45,9,22,17.42061766,6,13,
76200,34,1,152,5,18,17.38740554,5,10,
76200,35,1,226,5,18,17.25591837,7,10,
76200,35,1,215,7,23,17.38740554,9,16,
